茨城県古河市中央町3‐10‐62,,36.1920281,139.70083
茨城県古河市中央町2‐6‐22,,36.1932566,139.7021065
茨城県古河市中田2417‐9,,36.142476,139.7157167
茨城県古河市旭町2‐9‐39,,36.1967227,139.7246692
茨城県古河市葛生1353‐2,,36.1627193,139.787615
茨城県古河市磯部1648‐1,,36.1643722,139.7516776
茨城県古河市水海2356,,36.1476921,139.7575811
茨城県古河市西牛谷844‐7,,36.198525,139.7389774
茨城県古河市上大野2347‐1,,36.2030386,139.7891131
茨城県古河市諸川1779‐3,,36.2031213,139.8075128
茨城県古河市諸川768‐1,,36.199482,139.816325
茨城県牛久市田宮町199‐1,,35.977015,140.1365831
茨城県牛久市下根町990‐14,,35.9934323,140.1665658
茨城県牛久市牛久町1606,,35.9566376,140.1428664
茨城県牛久市ひたち野東1‐33‐ 6,,36.0070943,140.1593833
茨城県牛久市牛久町280,,35.9753218,140.1399986
茨城県牛久市東猯穴町新地山869‐1,,36.0187279,140.1485181
茨城県牛久市東猯穴町1286‐1,,36.018378,140.151624
茨城県牛久市久野町725,,35.9627394,140.2284267
茨城県牛久市東猯穴町1260‐11,,36.0145,140.1512149
茨城県牛久市下根町774‐1,,35.9994296,140.1656882
茨城県牛久市下根町1371‐2,,35.9967228,140.172884
茨城県牛久市牛久町2619,,35.9660456,140.1328062
茨城県筑西市羽方186‐1,,36.3530497,139.9953897
茨城県筑西市西石田1186,,36.2800674,139.9902587
茨城県筑西市小川1845,,36.304902,139.9194666
茨城県筑西市岡芹2086,,36.320329,139.9690979
茨城県筑西市関本上1393‐1,,36.2564826,139.9138265
茨城県筑西市関本上638‐2,,36.2574832,139.9123854
茨城県筑西市松原152‐1,,36.2567977,140.0350896
茨城県筑西市吉田653‐1,,36.2688662,140.0117334
茨城県筑西市横塚795,,36.3167752,140.0081389
茨城県筑西市西方1359‐1,,36.2845714,139.9608131
茨城県筑西市筑西市海老ヶ島1018−1,,36.2437097,140.0432279
茨城県境町大字若林2342‐1,,36.0813544,139.8329141
茨城県境町大字伏木1383‐37,,36.100464,139.8223805
茨城県境町大字山崎1340‐2,,36.1279211,139.8320545
茨城県境町大字長井戸1688−1,,36.1200103,139.7923291
茨城県境町大字西泉田1328−5,,36.1215764,139.809351
茨城県利根町羽根野850,,35.8778637,140.1400822
茨城県利根町布川2070,,35.8637602,140.1524166
茨城県利根町布川3003‐2,,35.8569461,140.1408425
茨城県利根町立木755,,35.8724315,140.1734004
茨城県利根町中谷1005‐1,,35.8618285,140.1798337
茨城県日立市十王町伊師3447‐1,,36.6777883,140.6999515
茨城県日立市日高町1‐14‐11,,36.6348457,140.6761534
茨城県日立市東金沢町4‐2‐1,,36.5408901,140.6295765
茨城県日立市助川町1‐16‐1,,36.5948123,140.6492545
茨城県日立市大みか町6‐11‐1,,36.5128774,140.6165456
茨城県日立市水木町1‐20‐12,,36.5189859,140.6281184
茨城県日立市十王町友部566‐1,,36.6727109,140.6812709
